distance_km,Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Road_traffic_density,Weather_conditions,Festival,Time_taken_min,late
20.85,30.0,4.3,0,1.0,Jam,Windy,No,42,1
1.57,20.0,4.9,1,1.0,High,Cloudy,No,31,1
10.91,28.0,4.7,1,1.0,Jam,Fog,No,31,1
3.15,36.0,4.0,0,0.0,Low,Windy,No,33,1
7.76,20.0,4.7,2,1.0,Low,Stormy,No,16,0
16.85,22.0,4.7,0,1.0,Low,Windy,No,16,0
1.52,34.0,4.8,2,1.0,Low,Cloudy,No,18,0
16.66,25.0,4.8,1,0.0,Medium,Windy,No,26,0
7.63,38.0,5.0,1,1.0,Jam,Sandstorms,No,34,1
11.92,34.0,3.5,2,1.0,Medium,Windy,No,32,1
16.66,24.0,4.9,1,0.0,Jam,Windy,No,22,0
13.58,33.0,4.6,0,2.0,Jam,Windy,Yes,50,1
3.03,21.0,4.6,1,1.0,High,Stormy,No,16,0
9.08,25.0,4.6,0,0.0,Medium,Stormy,No,23,0
6.06,23.0,4.9,0,1.0,High,Windy,No,19,0
7.33,34.0,4.9,1,1.0,Low,Stormy,No,25,0
10.76,25.0,4.7,2,1.0,Medium,Fog,No,37,1
13.48,28.0,4.9,2,0.0,Low,Sandstorms,No,10,0
16.85,34.0,3.7,1,1.0,Jam,Stormy,No,34,1
16.38,24.0,4.5,1,1.0,Low,Stormy,No,14,0
9.31,31.0,5.0,1,1.0,Jam,Cloudy,No,26,0
9.18,38.0,4.6,1,1.0,Jam,Sandstorms,No,30,0
13.22,32.0,4.8,1,0.0,Medium,Sunny,No,17,0
13.74,28.0,5.0,0,0.0,Medium,Sandstorms,No,29,0
13.41,29.0,4.5,0,1.0,Medium,Fog,No,37,1
20.18,28.0,4.8,2,0.0,Jam,Sandstorms,No,23,0
7.77,39.0,4.8,1,1.0,Jam,Windy,No,30,0
11.01,39.0,4.8,1,1.0,Jam,Windy,No,29,0
3.03,26.0,4.8,2,0.0,Low,Windy,No,14,0
4.54,33.0,4.8,2,1.0,Low,Stormy,No,28,0
4.49,37.0,4.9,1,0.0,Jam,Sandstorms,No,27,0
14.02,24.0,4.6,0,1.0,Low,Sandstorms,No,16,0
12.21,36.0,5.0,0,2.0,Jam,Sandstorms,No,43,1
13.63,22.0,4.7,0,3.0,Medium,Fog,No,44,1
4.61,21.0,4.6,0,1.0,Medium,Stormy,No,22,0
3.11,33.0,4.7,2,1.0,Low,Fog,No,18,0
3.02,27.0,4.1,0,0.0,Low,Stormy,No,16,0
10.64,30.0,4.2,1,1.0,Jam,Cloudy,No,46,1
12.58,22.0,4.8,0,0.0,Medium,Sunny,No,26,0
10.91,20.0,4.9,1,1.0,Medium,Stormy,No,17,0
10.87,31.0,4.4,0,1.0,Jam,Sandstorms,No,44,1
4.56,36.0,4.6,2,1.0,Medium,Fog,No,17,0
11.92,39.0,4.9,0,2.0,Jam,Windy,No,43,1
16.9,32.0,4.7,0,1.0,Low,Fog,No,41,1
11.01,23.0,4.2,0,0.0,Medium,Windy,No,34,1
12.16,30.0,3.8,2,1.0,Jam,Windy,Yes,40,1
3.02,26.0,4.7,2,0.0,Low,Windy,No,16,0
1.52,21.0,4.9,2,0.0,High,Stormy,No,13,0
4.67,23.0,4.6,2,1.0,Medium,Stormy,No,29,0
3.04,22.0,4.9,1,1.0,High,Sandstorms,No,24,0
4.56,39.0,4.5,2,1.0,Medium,Cloudy,No,16,0
7.76,32.0,4.1,1,1.0,Jam,Stormy,No,34,1
16.39,25.0,4.7,1,0.0,Jam,Stormy,No,20,0
6.08,30.0,5.0,1,1.0,High,Fog,No,28,0
20.18,25.0,4.8,2,0.0,Medium,Fog,No,30,0
14.02,26.0,4.7,2,0.0,Low,Stormy,No,14,0
6.23,30.0,4.6,2,1.0,High,Windy,No,30,0
2.98,31.0,4.3,0,1.0,Low,Windy,No,25,0
12.1,33.0,4.8,1,0.0,Low,Sunny,No,28,0
9.18,20.0,5.0,1,0.0,Low,Sunny,No,17,0
20.21,36.0,4.3,1,1.0,Jam,Windy,No,33,1
13.79,20.0,4.9,0,1.0,Medium,Sandstorms,No,36,1
14.15,38.0,4.1,2,2.0,Jam,Sandstorms,No,38,1
9.09,37.0,4.7,0,0.0,Jam,Cloudy,No,25,0
16.38,28.0,5.0,2,2.0,Jam,Fog,No,40,1
12.42,39.0,3.5,2,0.0,Low,Cloudy,No,32,1
12.29,31.0,4.0,1,0.0,Jam,Cloudy,No,42,1
7.68,30.0,4.9,0,1.0,Low,Sunny,No,27,0
13.62,27.0,4.9,2,1.0,Jam,Sandstorms,No,25,0
7.66,30.0,4.9,2,1.0,Low,Sandstorms,No,24,0
20.18,29.0,4.5,2,1.0,Jam,Cloudy,No,30,0
19.34,35.0,4.5,0,1.0,Low,Windy,No,22,0
3.03,34.0,4.9,0,0.0,High,Windy,No,31,1
12.46,37.0,4.8,2,1.0,Low,Stormy,No,16,0
4.47,34.0,4.9,0,1.0,Jam,Sunny,No,25,0
3.15,31.0,4.9,1,0.0,Low,Cloudy,No,16,0
9.22,23.0,4.1,2,1.0,Jam,Fog,No,32,1
7.56,29.0,4.7,0,1.0,Medium,Sunny,No,20,0
3.15,20.0,4.9,1,1.0,Low,Stormy,No,11,0
9.19,26.0,4.1,0,1.0,Low,Sandstorms,No,21,0
12.58,34.0,4.5,0,2.0,Jam,Cloudy,Yes,44,1
7.63,34.0,4.9,1,1.0,Low,Fog,No,19,0
4.6,21.0,4.7,2,1.0,Jam,Stormy,No,11,0
10.91,35.0,4.6,0,1.0,Low,Windy,No,23,0
16.38,20.0,4.7,2,0.0,Low,Stormy,No,12,0
19.88,24.0,4.1,2,1.0,Jam,Cloudy,No,39,1
6.21,25.0,4.5,1,1.0,High,Windy,No,16,0
4.59,22.0,4.8,2,1.0,Low,Cloudy,No,17,0
13.58,38.0,4.7,1,0.0,Medium,Windy,No,24,0
6.21,29.0,4.3,1,1.0,High,Cloudy,No,33,1
17.08,24.0,4.8,1,1.0,Medium,Sandstorms,No,29,0
20.56,36.0,4.8,0,1.0,Medium,Fog,No,42,1
7.45,31.0,4.7,2,1.0,Low,Windy,No,28,0
4.66,20.0,4.8,1,1.0,Jam,Fog,No,25,0
7.55,25.0,4.6,1,0.0,Medium,Sunny,No,16,0
17.08,23.0,5.0,1,1.0,Low,Sandstorms,No,11,0
7.45,39.0,4.7,0,2.0,Medium,Cloudy,No,34,1
17.1,21.0,4.7,0,0.0,Medium,Cloudy,No,35,1
6.05,32.0,4.7,2,1.0,Medium,Stormy,No,25,0
19.62,36.0,4.9,1,1.0,Jam,Sunny,No,15,0
10.91,38.0,4.8,1,3.0,Jam,Cloudy,No,49,1
17.08,34.0,4.3,0,1.0,Medium,Sandstorms,No,35,1
16.72,23.0,2.5,1,1.0,Low,Sunny,No,34,1
20.21,32.0,3.6,2,1.0,Jam,Stormy,No,39,1
1.55,31.0,4.8,0,1.0,Low,Fog,No,26,0
12.44,22.0,4.6,2,1.0,Jam,Sunny,No,11,0
12.44,34.0,3.9,2,1.0,Low,Cloudy,No,33,1
19.62,39.0,4.8,0,1.0,Jam,Cloudy,No,47,1
11.92,21.0,5.0,1,0.0,Low,Cloudy,No,25,0
13.83,34.0,3.9,2,1.0,Low,Fog,No,37,1
12.42,28.0,4.9,1,1.0,Medium,Windy,No,15,0
1.52,34.0,4.9,1,1.0,Low,Windy,No,20,0
20.18,21.0,4.7,1,0.0,Jam,Sandstorms,No,29,0
3.03,30.0,4.6,2,1.0,High,Fog,No,30,0
9.35,36.0,5.0,2,1.0,Low,Fog,No,16,0
1.53,25.0,4.5,0,0.0,Low,Cloudy,No,24,0
17.08,38.0,4.3,2,0.0,Jam,Sunny,No,31,1
6.12,24.0,5.0,2,0.0,High,Sunny,No,12,0
9.44,31.0,4.0,0,0.0,Medium,Sandstorms,No,34,1
12.12,31.0,4.7,2,1.0,Medium,Sunny,No,29,0
10.76,27.0,4.6,2,0.0,Jam,Sunny,No,13,0
3.11,23.0,4.8,1,1.0,Low,Fog,No,11,0
20.18,25.0,4.7,2,1.0,Medium,Sandstorms,No,23,0
1.51,38.0,4.5,2,0.0,Low,Windy,No,24,0
12.46,32.0,4.8,0,0.0,Medium,Sunny,No,26,0
10.43,22.0,4.3,0,1.0,Jam,Stormy,No,36,1
4.54,35.0,4.9,2,1.0,Jam,Sandstorms,No,31,1
17.1,35.0,4.1,0,1.0,Medium,Sandstorms,No,46,1
9.44,34.0,4.8,1,0.0,Medium,Sunny,No,18,0
10.73,22.0,3.5,2,0.0,Low,Sunny,No,33,1
7.76,28.0,4.9,2,1.0,Medium,Stormy,No,24,0
10.56,35.0,3.6,2,0.0,Low,Fog,No,34,1
9.06,38.0,4.8,1,1.0,Low,Fog,No,17,0
9.18,31.0,5.0,0,1.0,Low,Fog,No,28,0
4.49,26.0,5.0,1,1.0,Low,Cloudy,No,10,0
17.07,36.0,4.4,1,1.0,Medium,Cloudy,No,31,1
4.67,26.0,4.6,0,1.0,Jam,Stormy,No,32,1
20.51,38.0,4.1,2,1.0,Jam,Fog,No,41,1
13.41,25.0,4.3,2,0.0,Medium,Cloudy,No,37,1
1.55,25.0,5.0,1,1.0,High,Cloudy,No,32,1
12.58,30.0,4.7,2,0.0,Medium,Sandstorms,No,24,0
3.1,33.0,4.2,2,1.0,High,Cloudy,No,39,1
12.46,39.0,4.9,1,1.0,Medium,Stormy,No,26,0
4.66,34.0,4.5,2,0.0,Jam,Sandstorms,No,28,0
4.61,37.0,4.2,0,1.0,Low,Windy,No,30,0
4.47,36.0,4.8,0,1.0,Low,Cloudy,No,20,0
10.72,29.0,4.9,0,2.0,Jam,Fog,No,45,1
16.72,30.0,4.4,2,1.0,Low,Fog,No,35,1
10.6,32.0,5.0,0,1.0,Jam,Windy,No,43,1
10.72,21.0,4.8,1,1.0,Low,Stormy,No,13,0
20.18,24.0,4.2,2,1.0,Medium,Cloudy,No,35,1
12.1,28.0,4.9,0,1.0,Jam,Sunny,No,25,0
17.3,39.0,4.9,0,1.0,Low,Stormy,No,21,0
12.07,21.0,5.0,1,0.0,Low,Sandstorms,No,11,0
4.58,35.0,4.8,2,1.0,Medium,Windy,No,29,0
12.11,25.0,4.5,0,1.0,Low,Sandstorms,No,20,0
10.43,20.0,5.0,0,1.0,Medium,Sunny,No,22,0
10.88,23.0,4.7,2,1.0,Jam,Cloudy,No,31,1
17.1,28.0,4.7,1,1.0,Low,Fog,No,25,0
10.57,31.0,4.8,1,1.0,Jam,Sunny,No,22,0
10.43,28.0,4.5,2,1.0,Medium,Sunny,No,16,0
8.79,20.0,3.9,0,1.0,Jam,Sunny,No,54,1
19.36,26.0,4.9,2,1.0,Jam,Stormy,No,22,0
1.57,34.0,4.6,2,0.0,Low,Sandstorms,No,26,0
1.53,24.0,4.8,1,1.0,High,Sandstorms,No,10,0
14.02,35.0,4.8,2,1.0,Jam,Cloudy,No,43,1
4.54,31.0,4.7,2,0.0,Jam,Sunny,No,19,0
12.11,20.0,4.7,0,1.0,Low,Sunny,No,28,0
1.51,32.0,4.0,0,1.0,Low,Stormy,No,31,1
4.53,25.0,4.7,1,0.0,Medium,Sunny,No,19,0
4.54,29.0,5.0,0,1.0,Jam,Sandstorms,No,20,0
7.45,20.0,4.8,1,0.0,Jam,Sandstorms,No,14,0
20.85,23.0,4.7,0,1.0,Jam,Fog,No,42,1
13.61,33.0,5.0,1,1.0,Medium,Sunny,No,25,0
17.14,24.0,4.8,2,0.0,Jam,Sunny,No,16,0
9.18,25.0,4.8,0,0.0,Medium,Fog,No,22,0
19.91,31.0,4.4,1,1.0,Low,Cloudy,No,37,1
6.22,38.0,4.8,2,1.0,Medium,Sunny,No,17,0
16.15,22.0,4.6,0,0.0,Jam,Sunny,No,15,0
1.52,35.0,4.7,2,1.0,Low,Sunny,No,12,0
16.72,34.0,3.8,1,1.0,Low,Cloudy,No,39,1
13.97,20.0,4.8,2,1.0,Low,Sunny,No,28,0
1.57,29.0,4.6,1,1.0,Low,Cloudy,No,16,0
4.54,20.0,3.5,0,3.0,Jam,Sunny,Yes,50,1
12.46,30.0,4.2,2,2.0,Jam,Cloudy,No,49,1
4.72,24.0,4.4,0,1.0,Jam,Sunny,No,49,1
16.48,35.0,4.0,1,1.0,Jam,Fog,No,35,1
1.56,28.0,4.8,1,1.0,Low,Windy,No,18,0
7.56,22.0,5.0,2,0.0,Jam,Sunny,No,11,0
10.91,23.0,4.8,2,1.0,Jam,Cloudy,No,33,1
3.06,22.0,4.9,2,0.0,Low,Fog,No,16,0
9.06,34.0,4.6,0,1.0,Jam,Cloudy,No,29,0
1.51,30.0,4.7,0,1.0,High,Fog,No,26,0
6.06,20.0,4.8,0,1.0,Medium,Stormy,No,14,0
12.16,20.0,5.0,0,1.0,Jam,Windy,No,36,1
4.4,39.0,4.6,1,1.0,Low,Windy,No,24,0
3.02,27.0,4.7,2,0.0,Low,Sandstorms,No,11,0
2.98,35.0,4.8,2,0.0,Low,Stormy,No,27,0
19.92,24.0,4.8,1,1.0,Jam,Windy,No,26,0
9.06,25.0,4.9,0,0.0,Medium,Sunny,No,17,0
6.13,28.0,4.8,1,0.0,Medium,Fog,No,14,0
12.24,33.0,4.6,1,0.0,Low,Cloudy,No,30,0
7.45,35.0,4.9,2,1.0,Low,Sandstorms,No,21,0
10.87,30.0,4.9,0,1.0,Jam,Stormy,No,35,1
9.31,31.0,4.9,0,1.0,Low,Fog,No,29,0
13.97,31.0,4.8,2,0.0,Medium,Windy,No,21,0
3.15,24.0,4.7,2,1.0,Low,Windy,No,16,0
3.06,33.0,5.0,2,1.0,Low,Sandstorms,No,24,0
16.61,39.0,4.6,1,1.0,Medium,Sunny,No,18,0
8.95,37.0,4.5,0,1.0,Low,Stormy,No,24,0
4.47,26.0,4.8,0,1.0,Medium,Fog,No,21,0
7.55,35.0,4.4,2,1.0,Medium,Sandstorms,No,32,1
1.51,29.0,4.8,1,0.0,Low,Sandstorms,No,14,0
1.53,24.0,4.8,1,1.0,Low,Sunny,No,19,0
19.36,25.0,4.9,2,1.0,Medium,Sandstorms,No,27,0
6.13,20.0,4.5,0,1.0,High,Sandstorms,No,21,0
1.51,29.0,5.0,1,0.0,Low,Sunny,No,21,0
3.02,37.0,4.8,1,1.0,Low,Stormy,No,27,0
1.51,30.0,4.8,2,1.0,Low,Sandstorms,No,28,0
14.02,23.0,5.0,2,0.0,Medium,Fog,No,34,1
10.25,36.0,4.5,1,1.0,Low,Windy,No,18,0
13.83,39.0,4.5,2,0.0,Low,Fog,No,37,1
7.76,28.0,4.9,0,1.0,Medium,Windy,No,13,0
1.53,32.0,4.8,2,1.0,Low,Fog,No,18,0
9.22,38.0,4.9,1,1.0,Medium,Sandstorms,No,31,1
14.15,32.0,4.7,2,1.0,Medium,Sandstorms,No,24,0
20.21,35.0,4.8,2,1.0,Jam,Fog,No,42,1
9.08,33.0,4.8,0,1.0,Low,Sunny,No,21,0
19.98,27.0,4.9,0,1.0,Jam,Sandstorms,No,32,1
10.59,28.0,4.9,2,1.0,Jam,Sandstorms,No,17,0
6.21,27.0,4.6,0,1.0,Medium,Cloudy,No,22,0
10.87,23.0,5.0,2,1.0,Jam,Windy,No,27,0
12.46,37.0,4.2,2,1.0,Jam,Stormy,No,37,1
9.31,36.0,4.9,0,1.0,Medium,Sunny,No,24,0
12.58,32.0,4.9,1,1.0,Jam,Fog,No,47,1
9.06,38.0,4.8,2,1.0,Low,Sunny,No,17,0
9.18,38.0,4.8,0,0.0,Jam,Cloudy,No,27,0
7.86,27.0,5.0,2,1.0,Low,Cloudy,No,16,0
10.76,31.0,4.4,0,1.0,Jam,Stormy,Yes,53,1
3.07,21.0,4.2,0,0.0,Low,Sandstorms,No,16,0
17.14,26.0,4.7,1,0.0,Jam,Windy,No,22,0
10.72,23.0,4.9,2,2.0,Medium,Cloudy,No,36,1
12.07,36.0,4.8,1,1.0,Jam,Sunny,No,15,0
6.21,34.0,4.7,0,1.0,High,Fog,No,26,0
12.47,20.0,4.9,0,1.0,Low,Windy,No,15,0
9.35,25.0,4.1,0,1.0,Low,Windy,No,28,0
12.1,36.0,4.6,0,1.0,Jam,Sunny,No,30,0
12.42,27.0,4.7,0,1.0,Low,Fog,No,20,0
3.05,35.0,4.1,0,1.0,Low,Stormy,No,32,1
6.22,31.0,4.8,1,1.0,High,Stormy,No,26,0
17.3,33.0,4.8,2,1.0,Low,Stormy,No,22,0
16.39,23.0,5.0,2,1.0,Jam,Cloudy,No,44,1
20.18,23.0,4.5,2,1.0,Medium,Windy,No,26,0
17.3,29.0,4.7,1,0.0,Medium,Sunny,No,14,0
6.23,29.0,4.8,0,1.0,Medium,Fog,No,26,0
7.63,30.0,5.0,2,1.0,Low,Cloudy,No,19,0
3.07,39.0,4.9,0,0.0,Low,Sunny,No,25,0
4.53,34.0,4.3,0,1.0,Medium,Windy,No,36,1
3.03,36.0,4.8,1,0.0,Low,Windy,No,29,0
9.22,30.0,4.9,1,1.0,Jam,Sunny,No,24,0
4.54,29.0,4.8,2,1.0,Jam,Fog,No,29,0
9.12,24.0,4.7,1,0.0,Low,Windy,No,10,0
3.1,37.0,4.8,1,1.0,Low,Sunny,No,18,0
12.16,30.0,4.8,1,1.0,Low,Stormy,No,16,0
4.61,21.0,4.7,0,0.0,Low,Sunny,No,10,0
7.76,33.0,4.7,0,0.0,Medium,Sunny,No,22,0
13.99,39.0,4.4,0,1.0,Jam,Stormy,No,39,1
7.76,25.0,4.8,1,0.0,Low,Sunny,No,22,0
8.79,26.0,4.7,1,0.0,Low,Stormy,No,18,0
1.51,30.0,5.0,2,0.0,Low,Sandstorms,No,25,0
3.09,37.0,4.7,0,0.0,Low,Fog,No,20,0
2.94,39.0,4.7,0,1.0,Low,Fog,No,24,0
12.1,21.0,4.9,2,0.0,Medium,Sunny,No,19,0
6.22,31.0,4.1,0,0.0,Medium,Sandstorms,No,33,1
5.96,38.0,4.9,2,0.0,High,Sandstorms,No,25,0
19.34,35.0,4.9,0,2.0,Medium,Fog,No,36,1
4.72,39.0,4.9,2,0.0,Medium,Cloudy,No,17,0
7.79,31.0,4.8,2,1.0,Medium,Sunny,No,23,0
3.15,39.0,4.1,0,1.0,Low,Sandstorms,No,29,0
4.72,26.0,4.7,2,0.0,Jam,Stormy,No,12,0
4.66,39.0,4.2,2,1.0,Jam,Stormy,No,32,1
4.72,32.0,4.0,0,1.0,Jam,Sandstorms,No,46,1
12.58,34.0,4.9,0,1.0,Jam,Windy,No,36,1
6.08,25.0,4.8,2,1.0,Medium,Windy,No,28,0
4.66,38.0,5.0,0,1.0,Medium,Sandstorms,No,32,1
9.32,39.0,4.9,2,1.0,Jam,Windy,No,30,0
6.04,33.0,4.3,1,0.0,Medium,Stormy,No,31,1
19.69,30.0,4.4,2,1.0,Medium,Cloudy,No,40,1
4.47,21.0,4.9,0,0.0,Medium,Windy,No,15,0
6.04,20.0,4.5,0,1.0,High,Sunny,No,51,1
4.72,28.0,4.6,2,1.0,Medium,Cloudy,No,17,0
1.53,26.0,4.6,1,0.0,High,Fog,No,22,0
3.0,31.0,4.3,0,1.0,High,Windy,Yes,48,1
11.01,27.0,4.6,0,1.0,Jam,Fog,Yes,43,1
19.89,32.0,5.0,1,0.0,Jam,Sandstorms,No,25,0
3.04,23.0,4.9,0,0.0,Low,Sunny,No,10,0
7.66,26.0,4.9,2,1.0,Jam,Cloudy,No,25,0
16.72,34.0,5.0,1,1.0,Medium,Fog,No,30,0
7.66,37.0,4.7,2,0.0,Medium,Windy,No,25,0
4.67,21.0,4.9,2,0.0,Medium,Windy,No,24,0
7.77,28.0,4.6,0,0.0,Medium,Cloudy,No,27,0
3.15,23.0,4.8,1,1.0,Low,Windy,No,11,0
16.64,33.0,4.7,1,1.0,Jam,Sandstorms,No,25,0
4.66,37.0,4.5,1,1.0,Low,Fog,No,16,0
10.91,22.0,4.9,1,1.0,Jam,Windy,No,16,0
13.83,29.0,5.0,0,0.0,Jam,Sandstorms,No,27,0
4.47,32.0,4.6,0,1.0,Low,Cloudy,No,24,0
4.63,36.0,4.9,1,0.0,Low,Fog,No,15,0
4.67,37.0,4.7,0,0.0,Low,Fog,No,26,0
1.49,31.0,4.8,1,0.0,Low,Fog,No,19,0
9.19,21.0,4.9,1,1.0,Medium,Fog,No,18,0
13.4,35.0,4.5,1,3.0,Jam,Stormy,Yes,44,1
10.91,36.0,4.9,0,1.0,Low,Windy,No,23,0
7.76,34.0,4.5,2,0.0,Jam,Windy,No,26,0
1.56,26.0,4.5,0,1.0,Low,Fog,No,22,0
10.43,39.0,4.7,1,1.0,Jam,Sunny,No,19,0
1.55,33.0,4.7,1,1.0,Low,Sunny,No,10,0
10.6,36.0,4.9,0,1.0,Medium,Windy,No,40,1
12.58,36.0,4.6,1,0.0,Low,Stormy,No,25,0
1.51,27.0,4.5,0,1.0,High,Cloudy,No,20,0
7.57,37.0,4.8,2,1.0,Jam,Stormy,No,28,0
7.86,28.0,4.7,2,0.0,Low,Cloudy,No,17,0
16.64,21.0,4.7,2,0.0,Low,Sandstorms,No,15,0
1.56,28.0,4.3,0,0.0,Low,Stormy,No,21,0
4.54,26.0,3.9,0,0.0,Jam,Sunny,No,46,1
6.15,39.0,4.7,2,0.0,Medium,Fog,No,18,0
1.51,27.0,4.8,1,0.0,Low,Fog,No,10,0
4.63,38.0,4.7,0,1.0,Medium,Sunny,No,29,0
9.06,32.0,4.1,0,1.0,Jam,Stormy,No,42,1
10.57,25.0,5.0,1,1.0,Jam,Fog,No,35,1
7.79,38.0,4.9,1,1.0,Jam,Windy,No,28,0
19.92,33.0,4.9,2,1.0,Medium,Stormy,No,22,0
6.15,31.0,4.7,1,1.0,Medium,Cloudy,No,17,0
1.53,22.0,4.6,0,0.0,Low,Sunny,No,16,0
19.69,27.0,4.8,1,1.0,Low,Fog,No,22,0
4.6,31.0,4.9,1,1.0,Low,Windy,No,23,0
20.18,29.0,4.5,0,0.0,Low,Windy,No,17,0
7.65,27.0,4.2,0,1.0,Low,Sandstorms,No,18,0
1.55,35.0,5.0,0,1.0,High,Stormy,No,43,1
13.83,34.0,4.5,2,1.0,Medium,Stormy,No,23,0
9.19,36.0,4.2,0,1.0,Medium,Cloudy,No,33,1
3.11,38.0,5.0,0,0.0,High,Cloudy,No,25,0
4.4,25.0,4.6,2,0.0,Low,Stormy,No,19,0
12.58,27.0,4.8,1,0.0,Jam,Sunny,No,12,0
4.66,33.0,4.7,2,0.0,Low,Sunny,No,10,0
9.06,32.0,4.8,0,1.0,Jam,Fog,No,33,1
4.47,28.0,4.9,2,1.0,Medium,Sandstorms,No,27,0
3.03,25.0,4.2,0,1.0,Low,Windy,No,29,0
3.07,36.0,4.7,2,1.0,High,Windy,No,25,0
10.87,26.0,4.9,2,1.0,Jam,Sandstorms,No,17,0
20.18,22.0,5.0,0,2.0,Jam,Sunny,No,34,1
10.91,39.0,4.9,2,1.0,Jam,Windy,No,29,0
9.36,34.0,4.7,1,1.0,Jam,Fog,No,34,1
3.0,33.0,4.8,1,1.0,Low,Stormy,No,28,0
7.77,31.0,4.6,0,1.0,Medium,Sandstorms,No,26,0
6.21,35.0,5.0,2,1.0,High,Cloudy,No,37,1
19.36,29.0,4.7,1,0.0,Medium,Sandstorms,No,23,0
16.72,32.0,3.8,2,0.0,Jam,Windy,No,31,1
12.25,29.0,4.0,0,1.0,Jam,Stormy,No,33,1
6.21,23.0,4.9,1,0.0,High,Windy,No,13,0
3.02,24.0,5.0,2,0.0,High,Stormy,No,11,0
1.51,39.0,4.7,2,1.0,Low,Fog,No,16,0
3.07,20.0,4.9,0,1.0,High,Windy,No,16,0
13.41,31.0,4.6,2,1.0,Low,Sandstorms,No,17,0
16.83,22.0,4.9,0,1.0,Low,Cloudy,No,22,0
20.44,34.0,4.7,1,2.0,Jam,Cloudy,No,40,1
4.72,29.0,4.9,1,0.0,Medium,Sunny,No,17,0
10.57,34.0,4.8,2,0.0,Low,Fog,No,28,0
6.04,25.0,4.8,0,1.0,Medium,Windy,No,15,0
7.76,25.0,4.9,2,1.0,Medium,Windy,No,29,0
9.09,35.0,4.8,1,1.0,Jam,Fog,No,30,0
9.18,24.0,4.5,0,0.0,Low,Fog,No,24,0
1.52,28.0,4.6,1,0.0,Low,Stormy,No,11,0
12.16,20.0,4.9,0,0.0,Low,Windy,No,24,0
10.87,37.0,5.0,2,1.0,Medium,Sandstorms,No,29,0
11.01,38.0,3.8,1,1.0,Low,Fog,No,33,1
3.11,34.0,4.8,1,1.0,Low,Fog,No,17,0
1.55,29.0,4.7,2,0.0,Low,Sunny,No,17,0
10.71,27.0,4.4,0,1.0,Medium,Stormy,No,33,1
10.64,27.0,4.1,2,0.0,Jam,Fog,No,44,1
3.11,38.0,4.8,2,0.0,Low,Windy,No,27,0
10.6,37.0,4.1,0,2.0,Medium,Sunny,No,38,1
7.86,37.0,5.0,2,0.0,Medium,Fog,No,18,0
13.97,35.0,4.6,0,0.0,Medium,Sandstorms,No,37,1
6.04,25.0,4.9,2,1.0,High,Windy,No,20,0
20.85,28.0,4.8,2,0.0,Jam,Cloudy,No,37,1
3.02,33.0,4.6,1,1.0,Low,Cloudy,No,19,0
12.46,29.0,4.9,2,1.0,Jam,Sandstorms,No,24,0
16.72,21.0,4.7,1,1.0,Medium,Stormy,No,15,0
1.52,27.0,4.6,2,0.0,Low,Windy,No,12,0
7.33,32.0,4.9,1,1.0,Jam,Sunny,No,16,0
3.11,35.0,4.5,0,1.0,Low,Windy,No,20,0
13.18,37.0,3.6,2,1.0,Medium,Stormy,No,38,1
4.56,28.0,5.0,2,0.0,Low,Sunny,No,15,0
13.83,32.0,4.7,0,1.0,Low,Windy,No,25,0
4.4,29.0,4.8,1,0.0,Jam,Sunny,No,10,0
3.07,38.0,4.8,1,1.0,Low,Sunny,No,17,0
2.94,28.0,4.8,2,0.0,Low,Sunny,No,16,0
4.66,20.0,4.9,1,1.0,Jam,Stormy,No,27,0
19.47,23.0,4.7,1,1.0,Jam,Fog,No,33,1
17.08,23.0,5.0,1,1.0,Medium,Fog,No,30,0
20.25,25.0,4.7,0,1.0,Medium,Sandstorms,No,28,0
10.64,39.0,4.9,0,1.0,Medium,Stormy,No,39,1
7.63,25.0,4.7,1,1.0,Low,Sandstorms,No,19,0
20.21,28.0,4.5,2,0.0,Jam,Stormy,No,23,0
16.15,25.0,4.6,1,1.0,Low,Windy,No,17,0
1.53,38.0,4.8,1,1.0,Low,Windy,No,28,0
19.47,29.0,4.6,1,0.0,Low,Sandstorms,No,19,0
8.94,23.0,4.6,2,1.0,Jam,Sunny,No,19,0
12.42,28.0,4.1,1,1.0,Jam,Fog,No,44,1
12.1,20.0,4.7,1,0.0,Low,Cloudy,No,20,0
10.76,27.0,4.2,2,1.0,Jam,Cloudy,No,39,1
3.11,33.0,4.9,2,0.0,Low,Sunny,No,14,0
14.15,39.0,4.3,1,2.0,Jam,Windy,No,40,1
10.73,38.0,4.1,1,2.0,Medium,Fog,No,36,1
1.53,34.0,4.1,1,0.0,High,Cloudy,No,35,1
9.26,26.0,4.8,1,0.0,Low,Windy,No,14,0
9.32,21.0,4.2,0,0.0,Low,Stormy,No,23,0
20.97,22.0,4.7,2,0.0,Low,Cloudy,No,26,0
4.66,26.0,4.6,0,1.0,Jam,Cloudy,No,21,0
13.61,25.0,4.9,2,1.0,Jam,Windy,No,28,0
7.76,23.0,4.6,0,1.0,Medium,Stormy,No,21,0
3.03,26.0,4.4,0,1.0,Low,Stormy,No,22,0
1.51,37.0,5.0,2,0.0,High,Fog,No,36,1
6.22,38.0,4.2,0,0.0,High,Fog,No,33,1
7.77,20.0,4.4,2,1.0,Jam,Fog,No,34,1
16.64,20.0,4.9,1,1.0,Medium,Windy,No,24,0
